date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:31	123258/123258	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1e182%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-3.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:32	39818/39818	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-9b92%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-4.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-4.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:32	92009/92009	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-16771%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-5.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-5.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:32	47418/47418	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-b942%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-6.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-6.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:32	55475/55475	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-d8bb%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-7.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-7.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:33	276786/276786	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-4393a%22	https://templates.hibootstrap.com/sanu/default/assets/images/admission/admission-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/admission/admission-3.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:33	110573/110573	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1aff5%22	https://templates.hibootstrap.com/sanu/default/assets/images/subscribe-img.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/subscribe-img.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:34	150557/150557	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-24c25%22	https://templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-1.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:34	155117/155117	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-25ded%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-5.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/news/news-5.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:34	193737/193737	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2f4d1%22	https://templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/page-banner/page-bnner-2.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:35	79939/79939	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-13843%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-7.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-7.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:35	810/810	---M--	200	added ('OK')	image/png	etag:%2266496def-422%22	https://templates.hibootstrap.com/sanu/default/assets/images/night.png	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/night.png	(from https://templates.hibootstrap.com/sanu/default/assets/css/dark.css)
15:46:35	760/760	---M--	200	added ('OK')	image/png	etag:%2266496def-3c9%22	https://templates.hibootstrap.com/sanu/default/assets/images/sunny.png	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/sunny.png	(from https://templates.hibootstrap.com/sanu/default/assets/css/dark.css)
15:46:35	169212/169212	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-29504%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-1.jpg	(from https://templates.hibootstrap.com/sanu/default/graduate-admission.html)
15:46:36	74836/74836	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1245c%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-3.jpg	(from https://templates.hibootstrap.com/sanu/default/graduate-admission.html)
15:46:36	86698/86698	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-152b2%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-3.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:46:37	126137/126137	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1ecb9%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-4.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-4.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:46:37	80522/80522	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-13a8a%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-5.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-5.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
